2022-08-21 15:36:12.5737 [INFO; Reactor.Server]  Loaded KSServerRuntime.Local.dll
2022-08-21 15:36:12.6140 [INFO; Root]  Loaded config.json
2022-08-21 15:36:12.6140 [INFO; Root]  Loaded config.GameScene.json
2022-08-21 15:36:12.6310 [INFO; Root]  KinematicSoup Technologies Inc.
2022-08-21 15:36:12.6315 [INFO; Root]  Reactor Server v0.10.0
2022-08-21 15:36:12.6315 [DEBUG; Root]  Could not open model file: model.bin. Compression will use the default model for sync transforms, and dynamic models for update transforms.
2022-08-21 15:36:12.6346 [INFO; Reactor.Server]  Missing API configuration. PlayerAPI features disabled.
2022-08-21 15:36:12.6648 [DEBUG; Root]  Loading Asset Scripts
2022-08-21 15:36:12.6718 [DEBUG; Root]  Loading Room Configs
2022-08-21 15:36:12.6818 [DEBUG; Root]  Initializing PhysX
2022-08-21 15:36:12.7202 [DEBUG; Root]  Loading PhysX geometry
2022-08-21 15:36:12.7490 [INFO; Root]  Loaded 8 geometries
2022-08-21 15:36:12.7500 [INFO; Root]  Loaded 3 geometries
2022-08-21 15:36:12.7510 [DEBUG; Root]  Loading entity prefabs
2022-08-21 15:36:12.7865 [INFO; Root]  Loaded 5 entity prefabs
2022-08-21 15:36:12.7865 [DEBUG; Root]  Loading entity instances
2022-08-21 15:36:12.8137 [DEBUG; Root]  Initializing scripts
2022-08-21 15:36:12.8303 [DEBUG; Root]  Room setup complete
2022-08-21 15:36:12.8308 [INFO; Reactor.ServerRoom]  Starting room 1
2022-08-21 15:36:12.8308 [INFO; Root]  Sending client updates every 2 frames
2022-08-21 15:36:12.8308 [INFO; Root]  Attempting to sync simulation time to match elapsed time.
2022-08-21 15:36:12.8323 [INFO; Root]  Opening TCP port 8000
2022-08-21 15:36:21.5960 [INFO; Root]  Client(id = 1, address = 10.6.167.21) connected
2022-08-21 15:36:21.6076 [DEBUG; Root]  Client(id = 1, address = 10.6.167.21) model validated
2022-08-21 15:36:21.6547 [DEBUG; Root]  Client(id = 1, address = 10.6.167.21) authenticated
2022-08-21 15:36:21.6816 [INFO; Root]  Player False joined
2022-08-21 15:36:24.9617 [INFO; Root]  Client(id = 2, address = 10.6.167.21) connected
2022-08-21 15:36:24.9766 [DEBUG; Root]  Client(id = 2, address = 10.6.167.21) model validated
2022-08-21 15:36:24.9936 [DEBUG; Root]  Client(id = 2, address = 10.6.167.21) authenticated
2022-08-21 15:36:25.0006 [INFO; Root]  Player False joined
2022-08-21 15:36:25.4439 [INFO; Root]  RPC RECEIVED True and 2
2022-08-21 15:36:25.4439 [INFO; Root]  HeheTrue
2022-08-21 15:36:26.7168 [INFO; Root]  RPC RECEIVED True and 1
2022-08-21 15:36:26.7178 [INFO; Root]  HeheTrue
2022-08-21 15:36:31.3300 [INFO; Root]  server received request to spawn = 0
2022-08-21 15:36:31.3557 [INFO; Root]  Reactor.ServerEntity
